year,system,system_name,school,school_name,test,subject,grade,student_group,participation_rate,enrolled,tested,valid_tests,n_below,n_approaching,n_met_expectations,n_exceeded_expectations,pct_below,pct_approaching,pct_met_expectations,pct_exceeded_expectations,pct_met_exceeded,address
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,12,Super Subgroup,*,9,8,7,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,12,White,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,All Students,*,14,14,7,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Asian,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Black/Hispanic/Native American,*,10,10,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Economically Disadvantaged,*,5,5,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,English Learners,*,8,8,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,English Learners with Transitional 1-4,*,9,9,2,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Female,*,7,7,4,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Gifted,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Hispanic,*,10,10,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Homeless,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Male,*,7,7,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Non-Black/Hispanic/Native American,*,4,4,4,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Non-Economically Disadvantaged,*,9,9,4,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Non-English Learners/Transitional 1-4,*,5,5,5,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Non-Students with Disabilities,*,14,14,7,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,Super Subgroup,*,14,14,7,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,9,White,*,3,3,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,All Students,95,392,374,334,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,American Indian or Alaska Native,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Asian,*,3,3,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Black or African American,93,168,156,155,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Black/Hispanic/Native American,95,342,325,285,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Economically Disadvantaged,92,172,158,147,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,English Learner Transitional 1-4,*,7,7,7,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,English Learners,95,109,104,64,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,English Learners with Transitional 1-4,96,116,111,71,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Female,98,180,176,163,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Gifted,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Hispanic,97,173,168,129,**,**,**,**,**,**,**,**,6.2,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Homeless,90,20,18,13,**,**,**,**,**,**,**,**,15.4,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Male,93,212,198,171,**,**,**,**,**,**,**,**,5.3,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Non-Black/Hispanic/Native American,98,50,49,49,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Non-Economically Disadvantaged,98,220,216,187,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Non-English Learners/Transitional 1-4,95,276,263,263,**,**,**,**,**,**,**,**,5.3,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Non-Students with Disabilities,97,356,344,304,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Students with Disabilities,83,36,30,30,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,Super Subgroup,95,370,352,312,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math II,All Grades,White,98,47,46,46,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,All Students,*,7,5,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,Black or African American,*,3,2,2,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,Black/Hispanic/Native American,*,7,5,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,Economically Disadvantaged,*,4,2,2,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,English Learners,*,3,2,0,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,English Learners with Transitional 1-4,*,3,2,0,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,Female,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,Hispanic,*,4,3,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,Homeless,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,Male,*,6,4,2,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,Non-Economically Disadvantaged,*,3,3,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,Non-English Learners/Transitional 1-4,*,4,3,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,Non-Students with Disabilities,*,7,5,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,10,Super Subgroup,*,7,5,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,All Students,98,213,209,198,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,American Indian or Alaska Native,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Asian,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Black or African American,99,104,103,103,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Black/Hispanic/Native American,98,179,176,165,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Economically Disadvantaged,98,91,89,86,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,English Learner Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,English Learners,98,50,49,38,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,English Learners with Transitional 1-4,98,52,51,40,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Female,96,84,81,76,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Foster,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Hispanic,97,74,72,61,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Homeless,100,14,14,13,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Male,99,129,128,122,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Native Hawaiian or Other Pacific Islander,*,2,2,2,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Non-Black/Hispanic/Native American,97,34,33,33,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Non-Economically Disadvantaged,98,122,120,112,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Non-English Learners/Transitional 1-4,98,161,158,158,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Non-Students with Disabilities,98,185,181,170,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Students with Active Duty Military Parents,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Students with Disabilities,100,28,28,28,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,Super Subgroup,98,199,196,185,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,11,White,97,31,30,30,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,All Students,92,66,61,51,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,American Indian or Alaska Native,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Black or African American,96,23,22,22,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Black/Hispanic/Native American,93,54,50,40,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Economically Disadvantaged,93,28,26,23,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,English Learners,92,24,22,12,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,English Learners with Transitional 1-4,92,25,23,13,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Female,91,32,29,25,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Hispanic,90,30,27,17,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Homeless,*,4,4,4,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Male,94,34,32,26,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Native Hawaiian or Other Pacific Islander,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Non-Black/Hispanic/Native American,92,12,11,11,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Non-Economically Disadvantaged,92,38,35,28,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Non-English Learners/Transitional 1-4,93,41,38,38,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Non-Students with Disabilities,92,61,56,46,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Students with Disabilities,*,5,5,5,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,Super Subgroup,92,59,54,44,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,12,White,91,11,10,10,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,All Students,*,3,3,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,Black or African American,*,2,2,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,Black/Hispanic/Native American,*,3,3,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,Economically Disadvantaged,*,3,3,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,English Learners,*,2,2,0,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,English Learners with Transitional 1-4,*,2,2,0,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,Hispanic,*,1,1,0,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,Homeless,*,1,1,0,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,Male,*,3,3,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,Non-English Learners/Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,Non-Students with Disabilities,*,3,3,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,9,Super Subgroup,*,3,3,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,All Students,96,289,278,253,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,American Indian or Alaska Native,*,2,2,2,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Asian,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Black or African American,98,132,129,128,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Black/Hispanic/Native American,96,243,234,209,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Economically Disadvantaged,95,126,120,112,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,English Learner Transitional 1-4,*,3,3,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,English Learners,95,79,75,50,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,English Learners with Transitional 1-4,95,82,78,53,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Female,95,117,111,102,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Foster,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Hispanic,94,109,103,79,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Homeless,100,20,20,18,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Male,97,172,167,151,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Native Hawaiian or Other Pacific Islander,*,3,3,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Non-Black/Hispanic/Native American,96,46,44,44,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Non-Economically Disadvantaged,97,163,158,141,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Non-English Learners/Transitional 1-4,97,207,200,200,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Non-Students with Disabilities,96,256,245,220,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Students with Active Duty Military Parents,*,1,1,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Students with Disabilities,100,33,33,33,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,Super Subgroup,96,268,258,233,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,Integrated Math III,All Grades,White,95,42,40,40,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,All Students,96,27,26,17,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,Black or African American,92,12,11,11,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,Black/Hispanic/Native American,96,25,24,15,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,Economically Disadvantaged,*,10,9,5,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,English Learners,*,12,12,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,English Learners with Transitional 1-4,*,12,12,3,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,Female,100,12,12,10,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,Hispanic,*,13,13,4,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,Homeless,*,3,3,1,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,Male,*,15,14,7,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,Non-Black/Hispanic/Native American,*,2,2,2,*,*,*,*,*,*,*,*,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,Non-Economically Disadvantaged,100,17,17,12,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
2023,190,Davidson County,358,Hunters Lane High,EOC,US History,10,Non-English Learners/Transitional 1-4,93,15,14,14,**,**,**,**,**,**,**,**,,"1150 Hunters Ln, Nashville, TN 37207"
