year,system,system_name,school,school_name,test,subject,grade,student_group,participation_rate,enrolled,tested,valid_tests,n_below,n_approaching,n_met_expectations,n_exceeded_expectations,pct_below,pct_approaching,pct_met_expectations,pct_exceeded_expectations,pct_met_exceeded
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,English Learners with Transitional 1-4,100,24,24,24,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Female,100,53,53,53,10,17,20,6,18.9,32.1,37.7,11.3,49.1
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Hispanic,100,39,39,39,7,13,16,3,18,33.3,41,7.7,48.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Male,100,27,27,27,9,10,6,2,33.4,37,22.2,7.4,29.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Non-Black/Hispanic/Native American,100,24,24,24,9,6,6,3,37.5,25,25,12.5,37.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Non-Economically Disadvantaged,100,56,56,56,16,15,21,4,28.6,26.8,37.5,7.1,44.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Non-English Learners/Transitional 1-4,100,56,56,56,5,18,25,8,9,32.1,44.6,14.3,58.9
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Non-Students with Disabilities,100,75,75,75,16,27,24,8,21.3,36,32,10.7,42.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Students with Disabilities,*,5,5,5,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,Super Subgroup,100,69,69,69,19,24,20,6,27.5,34.8,29,8.7,37.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,11,White,100,21,21,21,8,6,5,2,38.1,28.6,23.8,9.5,33.3
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,12,All Students,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,12,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,12,Black/Hispanic/Native American,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,12,Female,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,12,Hispanic,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,12,Male,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,12,Non-Economically Disadvantaged,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,12,Non-English Learners/Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,12,Non-Students with Disabilities,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,12,Students with Disabilities,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,12,Super Subgroup,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,All Students,100,82,82,82,19,28,27,8,23.2,34.1,32.9,9.8,42.7
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,American Indian or Alaska Native,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Asian,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Black or African American,100,17,17,17,3,7,5,2,17.6,41.2,29.4,11.8,41.2
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Black/Hispanic/Native American,100,58,58,58,10,22,21,5,17.3,37.9,36.2,8.6,44.8
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Economically Disadvantaged,100,24,24,24,3,12,5,4,12.5,50,20.8,16.7,37.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,English Learner Transitional 1-4,*,6,6,6,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,English Learners,100,18,18,18,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,English Learners with Transitional 1-4,100,24,24,24,**,**,**,**,**,**,**,**,**
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Female,100,54,54,54,10,18,20,6,18.6,33.3,37,11.1,48.1
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Hispanic,100,40,40,40,7,14,16,3,17.5,35,40,7.5,47.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Male,100,28,28,28,9,10,7,2,32.2,35.7,25,7.1,32.1
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Non-Black/Hispanic/Native American,100,24,24,24,9,6,6,3,37.5,25,25,12.5,37.5
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Non-Economically Disadvantaged,100,58,58,58,16,16,22,4,27.6,27.6,37.9,6.9,44.8
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Non-English Learners/Transitional 1-4,100,58,58,58,5,19,26,8,8.6,32.8,44.8,13.8,58.6
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Non-Students with Disabilities,100,76,76,76,16,28,24,8,21.1,36.8,31.6,10.5,42.1
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Students with Disabilities,*,6,6,6,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,Super Subgroup,100,71,71,71,19,25,21,6,26.7,35.2,29.6,8.5,38
2023,190,Davidson County,8013,LEAD Southeast,EOC,US History,All Grades,White,100,21,21,21,8,6,5,2,38.1,28.6,23.8,9.5,33.3
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,All Students,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,Black/Hispanic/Native American,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,English Learners,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,English Learners with Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,Female,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,Hispanic,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,Male,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,Non-Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,Non-English Learners/Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,Students with Disabilities,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,10,Super Subgroup,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,All Students,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Black/Hispanic/Native American,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,English Learners,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,English Learners with Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Female,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Hispanic,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Male,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Non-Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Non-English Learners/Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Students with Disabilities,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Biology I,All Grades,Super Subgroup,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,11,All Students,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,11,Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,11,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,11,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,11,English Learners with Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,11,Female,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,11,Hispanic,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,11,Students with Disabilities,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,11,Super Subgroup,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,6,All Students,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,6,Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,6,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,6,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,6,English Learners with Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,6,Hispanic,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,6,Male,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,6,Students with Disabilities,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,6,Super Subgroup,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,All Students,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,Black/Hispanic/Native American,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,English Learners,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,English Learners with Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,Hispanic,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,Male,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,Non-Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,Non-Economically Disadvantaged,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,Non-English Learners/Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,Students with Disabilities,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,Super Subgroup,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,8,White,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,All Students,*,5,5,5,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,Black/Hispanic/Native American,*,4,4,4,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,Economically Disadvantaged,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,English Learner Transitional 1-4,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,English Learners,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,English Learners with Transitional 1-4,*,4,4,4,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,Female,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,Hispanic,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,Male,*,4,4,4,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,Non-Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,Non-Economically Disadvantaged,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,Non-English Learners/Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,Students with Disabilities,*,5,5,5,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,Super Subgroup,*,5,5,5,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,ELA,All Grades,White,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,11,All Students,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,11,Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,11,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,11,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,11,English Learners with Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,11,Female,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,11,Hispanic,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,11,Students with Disabilities,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,11,Super Subgroup,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,6,All Students,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,6,Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,6,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,6,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,6,English Learners with Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,6,Hispanic,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,6,Male,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,6,Students with Disabilities,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,6,Super Subgroup,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,All Students,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,Black/Hispanic/Native American,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,English Learners,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,English Learners with Transitional 1-4,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,Hispanic,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,Male,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,Non-Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,Non-Economically Disadvantaged,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,Non-English Learners/Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,Students with Disabilities,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,Super Subgroup,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,8,White,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,All Students,*,5,5,5,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,Black or African American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,Black/Hispanic/Native American,*,4,4,4,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,Economically Disadvantaged,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,English Learner Transitional 1-4,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,English Learners,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,English Learners with Transitional 1-4,*,4,4,4,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,Female,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,Hispanic,*,3,3,3,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,Male,*,4,4,4,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,Non-Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,Non-Economically Disadvantaged,*,2,2,2,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,Non-English Learners/Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,Students with Disabilities,*,5,5,5,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,Super Subgroup,*,5,5,5,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Math,All Grades,White,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Science,6,All Students,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Science,6,Black/Hispanic/Native American,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Science,6,Economically Disadvantaged,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Science,6,English Learner Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Science,6,English Learners with Transitional 1-4,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Science,6,Hispanic,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Science,6,Male,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Science,6,Students with Disabilities,*,1,1,1,*,*,*,*,*,*,*,*,*
2023,190,Davidson County,8013,LEAD Southeast,MSAA/Alt-Science/Social Studies,Science,6,Super Subgroup,*,1,1,1,*,*,*,*,*,*,*,*,*
